Points,50m,55m,60m,50mH,55mH,60mH,200m,300m,400m,500m,4x200m,4x400m,600m,800m,1000m,1500m,Mile,2000m,3000m,2 Miles,5000m,HJ,PV,LJ,TJ,SP,Hept.,Pent.
510,8.17,,9.47,,10.58,9.98,31.37,51.19,1:12.22,1:35.95,2:13.42,5:02.60,2:01.08,2:49.57,3:39.21,5:46.70,6:15.27,7:59.34,12:36.25,13:35.04,21:53.75,1.53,3.17,5.04,7.91,8.76,2906.0,2226.0
509,,8.86,,9.69,,11.44,31.39,51.21,1:12.26,1:36.00,2:13.50,5:02.78,2:01.15,2:49.66,3:39.33,5:46.89,6:15.48,7:59.60,12:36.68,13:35.51,21:54.52,1.26,,3.7,7.9,8.75,2901.0,2222.0
508,,,9.48,9.7,10.59,11.45,31.4,51.24,1:12.30,1:36.05,2:13.57,5:02.96,2:01.22,2:49.76,3:39.45,5:47.08,6:15.68,7:59.87,12:37.12,13:35.98,21:55.29,,2.5,5.03,7.89,8.73,2895.0,2218.0
507,8.18,8.87,7.98,,10.6,9.99,31.42,51.27,1:12.34,1:36.11,2:13.65,5:03.14,2:01.28,2:49.85,3:39.57,5:47.27,6:15.89,8:00.14,12:37.56,13:36.46,21:56.07,,3.16,3.69,7.88,8.71,2890.0,2214.0
506,6.9,,9.49,9.71,,11.46,31.44,51.3,1:12.38,1:36.16,2:13.73,5:03.32,2:01.35,2:49.94,3:39.69,5:47.46,6:16.10,8:00.41,12:37.99,13:36.93,21:56.84,,,5.02,7.87,8.7,2885.0,2210.0
505,,7.47,,,10.61,11.47,31.45,51.32,1:12.42,1:36.21,2:13.80,5:03.49,2:01.42,2:50.03,3:39.81,5:47.65,6:16.30,8:00.68,12:38.43,13:37.40,21:57.61,,2.49,3.68,7.86,8.68,2880.0,2206.0
504,8.19,8.88,9.5,9.72,,,31.47,51.35,1:12.46,1:36.27,2:13.88,5:03.67,2:01.49,2:50.13,3:39.93,5:47.84,6:16.51,8:00.94,12:38.87,13:37.88,21:58.39,,3.15,5.01,7.85,8.67,2875.0,2202.0
503,,,7.99,,10.62,11.48,31.48,51.38,1:12.50,1:36.32,2:13.96,5:03.85,2:01.56,2:50.22,3:40.05,5:48.03,6:16.72,8:01.21,12:39.30,13:38.35,21:59.16,,,3.67,7.84,8.65,2870.0,2198.0
502,8.2,8.89,,9.73,10.63,11.49,31.5,51.41,1:12.54,1:36.38,2:14.04,5:04.03,2:01.62,2:50.31,3:40.17,5:48.22,6:16.93,8:01.48,12:39.74,13:38.83,21:59.94,1.52,2.48,5.0,7.83,8.63,2865.0,2194.0
501,,7.48,9.51,8.52,,10.02,31.52,51.43,1:12.57,1:36.43,2:14.11,5:04.21,2:01.69,2:50.41,3:40.29,5:48.41,6:17.13,8:01.75,12:40.18,13:39.30,22:00.72,,,3.66,7.82,8.62,2860.0,2191.0
500,,,8.0,9.74,10.64,11.5,31.53,51.46,1:12.61,1:36.48,2:14.19,5:04.39,2:01.76,2:50.50,3:40.41,5:48.61,6:17.34,8:02.02,12:40.62,13:39.78,22:01.50,1.25,,4.99,7.81,8.6,2855.0,2187.0
499,8.21,8.9,9.52,9.75,,11.51,31.55,51.49,1:12.65,1:36.54,2:14.27,5:04.57,2:01.83,2:50.59,3:40.53,5:48.80,6:17.55,8:02.29,12:41.06,13:40.26,22:02.27,,2.47,3.65,7.8,8.58,2850.0,2183.0
498,6.92,,,,10.65,,31.56,51.52,1:12.69,1:36.59,2:14.35,5:04.75,2:01.90,2:50.69,3:40.65,5:48.99,6:17.76,8:02.56,12:41.50,13:40.73,22:03.05,,,4.98,7.79,8.57,2844.0,2179.0
497,8.22,8.91,9.53,9.76,10.66,11.52,31.58,51.54,1:12.73,1:36.65,2:14.43,5:04.93,2:01.97,2:50.78,3:40.77,5:49.18,6:17.97,8:02.84,12:41.94,13:41.21,22:03.84,,3.12,3.64,7.78,8.55,2839.0,2175.0
496,,,8.01,8.54,,11.53,31.6,51.57,1:12.77,1:36.70,2:14.50,5:05.11,2:02.04,2:50.88,3:40.89,5:49.37,6:18.18,8:03.11,12:42.38,13:41.69,22:04.62,,2.46,4.97,7.77,8.54,2834.0,2171.0
495,,8.92,9.54,9.77,10.67,11.54,31.61,51.6,1:12.81,1:36.76,2:14.58,5:05.29,2:02.11,2:50.97,3:41.01,5:49.56,6:18.39,8:03.38,12:42.82,13:42.17,22:05.40,,,3.63,7.76,8.52,2829.0,2167.0
494,8.23,,,,10.68,10.05,31.63,51.63,1:12.85,1:36.81,2:14.66,5:05.47,2:02.17,2:51.06,3:41.13,5:49.76,6:18.59,8:03.65,12:43.26,13:42.65,22:06.18,1.51,3.11,4.96,7.75,8.5,2824.0,2163.0
493,6.93,7.5,9.55,9.78,9.3,11.55,31.64,51.65,1:12.89,1:36.86,2:14.74,5:05.65,2:02.24,2:51.16,3:41.25,5:49.95,6:18.80,8:03.92,12:43.71,13:43.13,22:06.96,,2.45,3.62,7.74,8.49,2819.0,2159.0
492,8.24,8.93,8.02,,10.69,11.56,31.66,51.68,1:12.93,1:36.92,2:14.82,5:05.83,2:02.31,2:51.25,3:41.37,5:50.14,6:19.01,8:04.19,12:44.15,13:43.61,22:07.75,,3.1,4.95,7.73,8.47,2814.0,2155.0
491,,,,9.79,,,31.68,51.71,1:12.97,1:36.97,2:14.90,5:06.01,2:02.38,2:51.35,3:41.49,5:50.34,6:19.22,8:04.47,12:44.59,13:44.09,22:08.53,,,3.61,7.72,8.45,2809.0,2151.0
490,,8.94,9.56,9.8,10.7,11.57,31.69,51.74,1:13.01,1:37.03,2:14.97,5:06.19,2:02.45,2:51.44,3:41.61,5:50.53,6:19.43,8:04.74,12:45.04,13:44.57,22:09.32,1.24,2.44,4.94,7.71,8.44,2804.0,2147.0
489,8.25,7.51,8.03,,10.71,11.58,31.71,51.77,1:13.05,1:37.08,2:15.05,5:06.38,2:02.52,2:51.53,3:41.74,5:50.72,6:19.64,8:05.01,12:45.48,13:45.05,22:10.11,,3.09,3.6,7.7,8.42,2799.0,2143.0
488,,8.95,9.57,9.81,9.32,10.08,31.72,51.79,1:13.09,1:37.14,2:15.13,5:06.56,2:02.59,2:51.63,3:41.86,5:50.92,6:19.86,8:05.29,12:45.92,13:45.53,22:10.89,,,4.93,7.68,8.41,2794.0,2139.0
487,8.26,,,,10.72,11.59,31.74,51.82,1:13.13,1:37.19,2:15.21,5:06.74,2:02.66,2:51.72,3:41.98,5:51.11,6:20.07,8:05.56,12:46.37,13:46.02,22:11.68,,2.43,3.59,7.67,8.39,2788.0,2135.0
486,,,9.58,9.82,,11.6,31.76,51.85,1:13.17,1:37.25,2:15.29,5:06.92,2:02.73,2:51.82,3:42.10,5:51.30,6:20.28,8:05.83,12:46.82,13:46.50,22:12.47,,3.08,4.92,7.66,8.37,2783.0,2132.0
485,,8.96,8.04,,10.73,,31.77,51.88,1:13.21,1:37.30,2:15.37,5:07.10,2:02.80,2:51.91,3:42.22,5:51.50,6:20.49,8:06.11,12:47.26,13:46.98,22:13.26,1.5,2.42,3.58,7.65,8.36,2778.0,2128.0
484,8.27,,9.59,9.83,10.74,11.61,31.79,51.9,1:13.25,1:37.36,2:15.45,5:07.29,2:02.87,2:52.01,3:42.34,5:51.69,6:20.70,8:06.38,12:47.71,13:47.47,22:14.05,,3.07,4.91,7.64,8.34,2773.0,2124.0
483,,8.97,,8.59,9.34,11.62,31.8,51.93,1:13.29,1:37.41,2:15.53,5:07.47,2:02.94,2:52.10,3:42.47,5:51.89,6:20.91,8:06.66,12:48.15,13:47.95,22:14.84,,,,7.63,8.32,2768.0,2120.0
482,,,9.6,9.84,10.75,,31.82,51.96,1:13.33,1:37.47,2:15.61,5:07.65,2:03.01,2:52.20,3:42.59,5:52.08,6:21.12,8:06.93,12:48.60,13:48.44,22:15.64,,2.41,3.57,7.62,8.31,2763.0,2116.0
481,8.28,8.98,8.05,9.85,10.76,11.63,31.84,51.99,1:13.37,1:37.52,2:15.68,5:07.84,2:03.08,2:52.29,3:42.71,5:52.28,6:21.34,8:07.21,12:49.05,13:48.92,22:16.43,1.23,3.06,,7.61,8.29,2758.0,2112.0
480,6.96,,,8.6,,11.64,31.85,52.02,1:13.41,1:37.58,2:15.76,5:08.02,2:03.15,2:52.39,3:42.83,5:52.47,6:21.55,8:07.48,12:49.50,13:49.41,22:17.22,,,3.56,7.6,8.28,2753.0,2108.0
479,8.29,8.99,9.61,9.86,10.77,10.12,31.87,52.04,1:13.45,1:37.63,2:15.84,5:08.20,2:03.22,2:52.48,3:42.96,5:52.67,6:21.76,8:07.76,12:49.95,13:49.89,22:18.02,,2.4,,7.59,8.26,2748.0,2104.0
478,,,8.06,8.61,10.78,11.65,31.89,52.07,1:13.49,1:37.69,2:15.92,5:08.39,2:03.29,2:52.58,3:43.08,5:52.86,6:21.97,8:08.03,12:50.40,13:50.38,22:18.82,,,3.55,7.58,8.24,2743.0,2100.0
477,,7.54,9.62,9.87,,11.66,31.9,52.1,1:13.53,1:37.74,2:16.00,5:08.57,2:03.36,2:52.68,3:43.20,5:53.06,6:22.19,8:08.31,12:50.84,13:50.87,22:19.61,1.49,,,7.57,8.23,2737.0,2096.0
476,8.3,9.0,,,10.79,,31.92,52.13,1:13.57,1:37.80,2:16.08,5:08.75,2:03.43,2:52.77,3:43.32,5:53.26,6:22.40,8:08.59,12:51.29,13:51.36,22:20.41,,2.39,3.54,7.56,8.21,2732.0,2092.0
475,,,9.63,9.88,,11.67,31.94,52.16,1:13.61,1:37.85,2:16.16,5:08.94,2:03.50,2:52.87,3:43.45,5:53.45,6:22.61,8:08.86,12:51.75,13:51.85,22:21.21,,,4.87,7.55,8.19,2727.0,2088.0
474,8.31,9.01,8.07,9.89,10.8,11.68,31.95,52.19,1:13.65,1:37.91,2:16.24,5:09.12,2:03.57,2:52.96,3:43.57,5:53.65,6:22.83,8:09.14,12:52.20,13:52.34,22:22.01,,,3.53,7.54,8.18,2722.0,2084.0
473,,7.55,9.64,8.63,10.81,10.15,31.97,52.21,1:13.69,1:37.96,2:16.32,5:09.31,2:03.64,2:53.06,3:43.69,5:53.84,6:23.04,8:09.42,12:52.65,13:52.82,22:22.81,,2.38,4.86,7.53,8.16,2717.0,2080.0
472,6.98,9.02,,9.9,,11.69,31.98,52.24,1:13.73,1:38.02,2:16.40,5:09.49,2:03.71,2:53.16,3:43.82,5:54.04,6:23.25,8:09.70,12:53.10,13:53.31,22:23.61,1.22,,3.52,7.52,8.15,2712.0,2076.0
471,8.32,,9.65,,10.82,11.7,32.0,52.27,1:13.77,1:38.07,2:16.48,5:09.68,2:03.78,2:53.25,3:43.94,5:54.24,6:23.47,8:09.98,12:53.55,13:53.81,22:24.41,,3.02,4.85,7.51,8.13,2707.0,2072.0
470,,,8.08,9.91,10.83,11.71,32.02,52.3,1:13.81,1:38.13,2:16.56,5:09.86,2:03.85,2:53.35,3:44.06,5:54.44,6:23.68,8:10.25,12:54.01,13:54.30,22:25.21,,2.37,3.51,7.5,8.11,2702.0,2069.0
469,8.33,9.03,9.66,,9.4,10.17,32.03,52.33,1:13.85,1:38.19,2:16.64,5:10.05,2:03.92,2:53.45,3:44.19,5:54.63,6:23.90,8:10.53,12:54.46,13:54.79,22:26.02,,,4.84,7.49,8.1,2697.0,2065.0
468,,,,9.92,10.84,11.72,32.05,52.36,1:13.89,1:38.24,2:16.72,5:10.23,2:03.99,2:53.54,3:44.31,5:54.83,6:24.11,8:10.81,12:54.91,13:55.28,22:26.82,1.48,3.01,3.5,7.48,8.08,2691.0,2061.0
467,6.99,9.04,8.09,9.93,,11.73,32.07,52.38,1:13.94,1:38.30,2:16.80,5:10.42,2:04.06,2:53.64,3:44.44,5:55.03,6:24.33,8:11.09,12:55.37,13:55.77,22:27.63,,2.36,4.83,7.47,8.06,2686.0,2057.0
466,8.34,,9.67,,10.85,10.18,32.08,52.41,1:13.98,1:38.35,2:16.88,5:10.60,2:04.13,2:53.74,3:44.56,5:55.23,6:24.54,8:11.37,12:55.82,13:56.27,22:28.43,,3.0,3.49,7.46,8.05,2681.0,2053.0
465,,9.05,,9.94,10.86,11.74,32.1,52.44,1:14.02,1:38.41,2:16.96,5:10.79,2:04.21,2:53.83,3:44.68,5:55.43,6:24.76,8:11.65,12:56.28,13:56.76,22:29.24,,,4.82,7.45,8.03,2676.0,2049.0
464,8.35,,9.68,,9.42,11.75,32.12,52.47,1:14.06,1:38.47,2:17.05,5:10.98,2:04.28,2:53.93,3:44.81,5:55.62,6:24.98,8:11.93,12:56.73,13:57.26,22:30.05,,2.35,3.48,7.44,8.02,2671.0,2045.0
463,7.0,9.06,8.1,9.95,10.87,,32.13,52.5,1:14.10,1:38.52,2:17.13,5:11.16,2:04.35,2:54.03,3:44.93,5:55.82,6:25.19,8:12.21,12:57.19,13:57.75,22:30.85,,2.99,4.81,7.43,8.0,2666.0,2041.0
462,8.36,7.58,9.69,,10.88,11.76,32.15,52.53,1:14.14,1:38.58,2:17.21,5:11.35,2:04.42,2:54.12,3:45.06,5:56.02,6:25.41,8:12.49,12:57.65,13:58.25,22:31.66,1.21,,3.47,7.42,7.98,2661.0,2037.0
461,,,,9.96,,11.77,32.17,52.56,1:14.18,1:38.63,2:17.29,5:11.54,2:04.49,2:54.22,3:45.18,5:56.22,6:25.63,8:12.77,12:58.10,13:58.74,22:32.47,,2.34,4.8,7.41,7.97,2656.0,2033.0
460,,9.07,9.7,9.97,10.89,10.21,32.18,52.58,1:14.22,1:38.69,2:17.37,5:11.72,2:04.56,2:54.32,3:45.31,5:56.42,6:25.84,8:13.06,12:58.56,13:59.24,22:33.29,1.47,,3.46,7.4,7.95,2651.0,2029.0
459,8.37,,,,10.9,11.78,32.2,52.61,1:14.26,1:38.75,2:17.45,5:11.91,2:04.63,2:54.42,3:45.43,5:56.62,6:26.06,8:13.34,12:59.02,13:59.74,22:34.10,,,4.79,7.39,7.93,2645.0,2025.0
458,,9.08,9.71,9.98,,11.79,32.22,52.64,1:14.30,1:38.80,2:17.53,5:12.10,2:04.71,2:54.51,3:45.56,5:56.82,6:26.28,8:13.62,12:59.48,14:00.23,22:34.91,,2.33,3.45,7.37,7.92,2640.0,2021.0
457,8.38,,,,10.91,11.8,32.23,52.67,1:14.35,1:38.86,2:17.61,5:12.29,2:04.78,2:54.61,3:45.68,5:57.02,6:26.49,8:13.90,12:59.94,14:00.73,22:35.72,,,4.78,7.36,7.9,2635.0,2017.0
456,,9.09,9.72,9.99,10.92,10.23,32.25,52.7,1:14.39,1:38.92,2:17.69,5:12.47,2:04.85,2:54.71,3:45.81,5:57.22,6:26.71,8:14.18,13:00.40,14:01.23,22:36.54,,,3.44,7.35,7.89,2630.0,2013.0
455,7.02,,,10.0,9.46,11.81,32.27,52.73,1:14.43,1:38.97,2:17.78,5:12.66,2:04.92,2:54.81,3:45.94,5:57.42,6:26.93,8:14.47,13:00.86,14:01.73,22:37.35,,2.32,4.77,7.34,7.87,2625.0,2009.0
454,8.39,9.1,,,10.93,11.82,32.28,52.76,1:14.47,1:39.03,2:17.86,5:12.85,2:04.99,2:54.90,3:46.06,5:57.62,6:27.15,8:14.75,13:01.32,14:02.23,22:38.17,,,,7.33,7.85,2620.0,2005.0
453,,,9.73,10.01,,,32.3,52.79,1:14.51,1:39.09,2:17.94,5:13.04,2:05.06,2:55.00,3:46.19,5:57.82,6:27.37,8:15.03,13:01.78,14:02.73,22:38.99,1.2,2.95,3.43,7.32,7.84,2615.0,2002.0
452,8.4,,,,10.94,11.83,32.32,52.82,1:14.55,1:39.14,2:18.02,5:13.23,2:05.14,2:55.10,3:46.31,5:58.02,6:27.59,8:15.32,13:02.24,14:03.23,22:39.81,,2.31,,7.31,7.82,2610.0,1998.0
451,7.03,9.11,9.74,10.02,10.95,11.84,32.33,52.84,1:14.59,1:39.20,2:18.10,5:13.42,2:05.21,2:55.20,3:46.44,5:58.23,6:27.80,8:15.60,13:02.70,14:03.73,22:40.63,1.46,,3.42,7.3,7.8,2605.0,1994.0
450,,7.61,,8.72,9.48,10.26,32.35,52.87,1:14.63,1:39.26,2:18.18,5:13.61,2:05.28,2:55.30,3:46.57,5:58.43,6:28.02,8:15.89,13:03.17,14:04.23,22:41.45,,2.94,,7.29,7.79,2599.0,1990.0
449,8.41,9.12,9.75,10.03,10.96,11.85,32.37,52.9,1:14.68,1:39.31,2:18.27,5:13.80,2:05.35,2:55.40,3:46.69,5:58.63,6:28.24,8:16.17,13:03.63,14:04.74,22:42.27,,2.3,3.41,7.28,7.77,2594.0,1986.0
448,,,,10.04,10.97,11.86,32.38,52.93,1:14.72,1:39.37,2:18.35,5:13.99,2:05.43,2:55.50,3:46.82,5:58.83,6:28.46,8:16.46,13:04.09,14:05.24,22:43.09,,2.93,,7.27,7.75,2589.0,1982.0
447,8.42,9.13,9.76,,,11.87,32.4,52.96,1:14.76,1:39.43,2:18.43,5:14.18,2:05.50,2:55.59,3:46.95,5:59.03,6:28.68,8:16.74,13:04.56,14:05.74,22:43.91,,,3.4,7.26,7.74,2584.0,1978.0
446,7.04,7.62,8.15,10.05,10.98,10.28,32.42,52.99,1:14.80,1:39.48,2:18.51,5:14.37,2:05.57,2:55.69,3:47.07,5:59.24,6:28.90,8:17.03,13:05.02,14:06.25,22:44.74,,2.29,,7.25,7.72,2579.0,1974.0
445,,9.14,9.77,8.74,10.99,11.88,32.43,53.02,1:14.84,1:39.54,2:18.60,5:14.56,2:05.64,2:55.79,3:47.20,5:59.44,6:29.12,8:17.32,13:05.49,14:06.75,22:45.56,,2.92,3.39,7.24,7.71,2574.0,1970.0
444,8.43,,,10.06,,11.89,32.45,53.05,1:14.88,1:39.60,2:18.68,5:14.75,2:05.72,2:55.89,3:47.33,5:59.64,6:29.34,8:17.60,13:05.96,14:07.26,22:46.39,1.19,,,7.23,7.69,2569.0,1966.0
443,,7.63,9.78,10.07,11.0,10.29,32.47,53.08,1:14.93,1:39.66,2:18.76,5:14.94,2:05.79,2:55.99,3:47.45,5:59.84,6:29.57,8:17.89,13:06.42,14:07.76,22:47.21,1.45,2.28,3.38,7.22,7.67,2564.0,1962.0
442,8.44,9.15,8.16,,11.01,11.9,32.49,53.11,1:14.97,1:39.71,2:18.84,5:15.13,2:05.86,2:56.09,3:47.58,6:00.05,6:29.79,8:18.18,13:06.89,14:08.27,22:48.04,,,,7.21,7.66,2558.0,1958.0
441,,,9.79,10.08,9.52,11.91,32.5,53.14,1:15.01,1:39.77,2:18.93,5:15.32,2:05.94,2:56.19,3:47.71,6:00.25,6:30.01,8:18.46,13:07.36,14:08.78,22:48.87,,,3.37,7.2,7.64,2553.0,1954.0
440,8.45,9.16,,8.76,11.02,11.92,32.52,53.17,1:15.05,1:39.83,2:19.01,5:15.51,2:06.01,2:56.29,3:47.84,6:00.46,6:30.23,8:18.75,13:07.82,14:09.28,22:49.70,,2.27,,7.19,7.62,2548.0,1950.0
439,,7.64,9.8,10.09,11.03,10.31,32.54,53.19,1:15.09,1:39.89,2:19.09,5:15.70,2:06.08,2:56.39,3:47.97,6:00.66,6:30.45,8:19.04,13:08.29,14:09.79,22:50.53,,,3.36,7.18,7.61,2543.0,1946.0
438,7.06,9.17,,10.1,9.53,11.93,32.55,53.22,1:15.14,1:39.94,2:19.18,5:15.89,2:06.15,2:56.49,3:48.09,6:00.86,6:30.67,8:19.33,13:08.76,14:10.30,22:51.36,,2.26,,7.17,7.59,2538.0,1942.0
437,8.46,,9.81,,11.04,11.94,32.57,53.25,1:15.18,1:40.00,2:19.26,5:16.09,2:06.23,2:56.59,3:48.22,6:01.07,6:30.90,8:19.62,13:09.23,14:10.81,22:52.19,,2.89,3.35,7.16,7.58,2533.0,1938.0
436,,9.18,,10.11,11.05,,32.59,53.28,1:15.22,1:40.06,2:19.34,5:16.28,2:06.30,2:56.69,3:48.35,6:01.27,6:31.12,8:19.91,13:09.70,14:11.32,22:53.03,,,4.68,7.15,7.56,2528.0,1934.0
435,8.47,7.65,9.82,8.78,,11.95,32.6,53.31,1:15.26,1:40.12,2:19.43,5:16.47,2:06.37,2:56.79,3:48.48,6:01.48,6:31.34,8:20.20,13:10.17,14:11.83,22:53.86,1.18,2.25,3.34,7.14,7.54,2523.0,1930.0
434,7.07,9.19,,10.12,11.06,11.96,32.62,53.34,1:15.31,1:40.18,2:19.51,5:16.66,2:06.45,2:56.89,3:48.61,6:01.68,6:31.57,8:20.49,13:10.64,14:12.34,22:54.69,,,4.67,7.13,7.53,2517.0,1926.0
433,,,,10.13,11.07,11.97,32.64,53.37,1:15.35,1:40.23,2:19.59,5:16.86,2:06.52,2:56.99,3:48.74,6:01.89,6:31.79,8:20.78,13:11.12,14:12.85,22:55.53,,,3.33,7.12,7.51,2512.0,1923.0
432,8.48,7.66,9.83,,,,32.66,53.4,1:15.39,1:40.29,2:19.68,5:17.05,2:06.60,2:57.09,3:48.87,6:02.10,6:32.01,8:21.07,13:11.59,14:13.37,22:56.37,,2.24,4.66,7.11,7.49,2507.0,1919.0
431,,9.2,,10.14,11.08,11.98,32.67,53.43,1:15.43,1:40.35,2:19.76,5:17.24,2:06.67,2:57.19,3:48.99,6:02.30,6:32.24,8:21.36,13:12.06,14:13.88,22:57.21,,,3.32,7.1,7.48,2502.0,1915.0
430,8.49,,9.84,,11.09,11.99,32.69,53.46,1:15.47,1:40.41,2:19.84,5:17.44,2:06.74,2:57.29,3:49.12,6:02.51,6:32.46,8:21.65,13:12.54,14:14.39,22:58.04,,2.86,4.65,7.08,7.46,2497.0,1911.0
429,,9.21,,10.15,9.57,10.36,32.71,53.49,1:15.52,1:40.47,2:19.93,5:17.63,2:06.82,2:57.39,3:49.25,6:02.71,6:32.69,8:21.94,13:13.01,14:14.91,22:58.88,,2.23,3.31,7.07,7.45,2492.0,1907.0
428,8.5,7.67,9.85,8.81,11.1,12.0,32.73,53.52,1:15.56,1:40.52,2:20.01,5:17.82,2:06.89,2:57.49,3:49.38,6:02.92,6:32.91,8:22.23,13:13.48,14:15.42,22:59.73,,,4.64,7.06,7.43,2487.0,1903.0
427,,9.22,,10.16,11.11,12.01,32.74,53.55,1:15.60,1:40.58,2:20.10,5:18.02,2:06.97,2:57.59,3:49.51,6:03.13,6:33.14,8:22.52,13:13.96,14:15.94,23:00.57,,2.85,3.3,7.05,7.41,2482.0,1899.0
426,7.09,,9.86,10.17,,12.02,32.76,53.58,1:15.64,1:40.64,2:20.18,5:18.21,2:07.04,2:57.70,3:49.64,6:03.33,6:33.36,8:22.82,13:14.44,14:16.45,23:01.41,1.43,2.22,4.63,7.04,7.4,2476.0,1895.0
425,8.51,9.23,8.21,,11.12,10.38,32.78,53.61,1:15.69,1:40.70,2:20.26,5:18.41,2:07.11,2:57.80,3:49.77,6:03.54,6:33.59,8:23.11,13:14.91,14:16.97,23:02.25,1.17,2.84,,7.03,7.38,2471.0,1891.0
424,,7.68,9.87,10.18,11.13,12.03,32.79,53.64,1:15.73,1:40.76,2:20.35,5:18.60,2:07.19,2:57.90,3:49.90,6:03.75,6:33.81,8:23.40,13:15.39,14:17.49,23:03.10,,,3.29,7.02,7.36,2466.0,1887.0
423,8.52,9.24,,10.19,,12.04,32.81,53.67,1:15.77,1:40.82,2:20.43,5:18.80,2:07.26,2:58.00,3:50.03,6:03.96,6:34.04,8:23.70,13:15.87,14:18.01,23:03.95,,2.21,,7.01,7.35,2461.0,1883.0
422,7.1,,9.88,,11.14,12.05,32.83,53.7,1:15.82,1:40.88,2:20.52,5:18.99,2:07.34,2:58.10,3:50.16,6:04.17,6:34.27,8:23.99,13:16.34,14:18.52,23:04.79,,2.83,3.28,7.0,7.33,2456.0,1879.0
421,,9.25,8.22,10.2,11.15,10.4,32.85,53.73,1:15.86,1:40.93,2:20.60,5:19.19,2:07.41,2:58.20,3:50.29,6:04.37,6:34.49,8:24.28,13:16.82,14:19.04,23:05.64,,,,6.99,7.32,2451.0,1875.0
420,8.53,,9.89,,9.61,12.06,32.86,53.76,1:15.90,1:40.99,2:20.69,5:19.38,2:07.49,2:58.31,3:50.43,6:04.58,6:34.72,8:24.58,13:17.30,14:19.56,23:06.49,,2.2,3.27,6.98,7.3,2446.0,1871.0
419,,,,10.21,11.16,12.07,32.88,53.79,1:15.94,1:41.05,2:20.77,5:19.58,2:07.56,2:58.41,3:50.56,6:04.79,6:34.95,8:24.87,13:17.78,14:20.08,23:07.34,,2.82,,6.97,7.28,2441.0,1867.0
418,8.54,9.26,9.9,10.22,11.17,,32.9,53.82,1:15.99,1:41.11,2:20.86,5:19.78,2:07.64,2:58.51,3:50.69,6:05.00,6:35.17,8:25.17,13:18.26,14:20.60,23:08.19,1.42,,3.26,6.96,7.27,2435.0,1863.0
417,,7.7,,,,12.08,32.92,53.85,1:16.03,1:41.17,2:20.94,5:19.97,2:07.71,2:58.61,3:50.82,6:05.21,6:35.40,8:25.46,13:18.74,14:21.12,23:09.04,,2.19,,6.95,7.25,2430.0,1859.0
416,8.55,9.27,9.91,10.23,11.18,12.09,32.93,53.88,1:16.07,1:41.23,2:21.03,5:20.17,2:07.79,2:58.71,3:50.95,6:05.42,6:35.63,8:25.76,13:19.22,14:21.65,23:09.89,1.16,,3.25,6.94,7.23,2425.0,1855.0
415,,,8.24,,11.19,12.1,32.95,53.91,1:16.12,1:41.29,2:21.11,5:20.37,2:07.86,2:58.82,3:51.08,6:05.63,6:35.86,8:26.06,13:19.71,14:22.17,23:10.75,,,,6.93,7.22,2420.0,1851.0
414,7.12,9.28,9.92,10.24,,,32.97,53.94,1:16.16,1:41.35,2:21.20,5:20.56,2:07.94,2:58.92,3:51.21,6:05.84,6:36.09,8:26.35,13:20.19,14:22.69,23:11.60,,2.18,3.24,6.92,7.2,2415.0,1847.0
413,8.56,7.71,,10.25,11.2,12.11,32.99,53.97,1:16.20,1:41.41,2:21.28,5:20.76,2:08.01,2:59.02,3:51.35,6:06.05,6:36.32,8:26.65,13:20.67,14:23.22,23:12.46,,,,6.91,7.19,2410.0,1843.0
412,,9.29,9.93,,11.21,12.12,33.0,54.0,1:16.25,1:41.47,2:21.37,5:20.96,2:08.09,2:59.13,3:51.48,6:06.26,6:36.55,8:26.95,13:21.15,14:23.74,23:13.32,,2.79,3.23,6.9,7.17,2405.0,1839.0
411,8.57,,8.25,10.26,9.65,12.13,33.02,54.03,1:16.29,1:41.53,2:21.46,5:21.16,2:08.16,2:59.23,3:51.61,6:06.47,6:36.77,8:27.25,13:21.64,14:24.27,23:14.18,,2.17,,6.89,7.15,2400.0,1835.0
410,7.13,9.3,9.94,,11.22,,33.04,54.06,1:16.33,1:41.59,2:21.54,5:21.36,2:08.24,2:59.33,3:51.74,6:06.68,6:37.00,8:27.54,13:22.12,14:24.79,23:15.03,1.41,,3.22,6.88,7.14,2394.0,1832.0
409,8.58,,,10.27,11.23,12.14,33.06,54.09,1:16.38,1:41.65,2:21.63,5:21.55,2:08.32,2:59.44,3:51.88,6:06.90,6:37.23,8:27.84,13:22.61,14:25.32,23:15.89,,2.78,,6.87,7.12,2389.0,1828.0
408,,9.31,9.95,10.28,,12.15,33.07,54.12,1:16.42,1:41.71,2:21.71,5:21.75,2:08.39,2:59.54,3:52.01,6:07.11,6:37.46,8:28.14,13:23.10,14:25.85,23:16.76,,2.16,3.21,6.86,7.1,2384.0,1824.0
407,,,,8.9,11.24,12.16,33.09,54.15,1:16.46,1:41.77,2:21.80,5:21.95,2:08.47,2:59.64,3:52.14,6:07.32,6:37.70,8:28.44,13:23.58,14:26.37,23:17.62,1.15,2.77,,6.85,7.09,2379.0,1820.0
406,8.59,9.32,9.96,10.29,11.25,,33.11,54.18,1:16.51,1:41.83,2:21.89,5:22.15,2:08.54,2:59.75,3:52.27,6:07.53,6:37.93,8:28.74,13:24.07,14:26.90,23:18.48,,,3.2,6.84,7.07,2374.0,1816.0
